Filename,Sentence,Manual-Sentiment
HIVE-14607,in TestTxnCommands2WithSplitUpdate remove the overridden method testOrcPPD().. Then run:.,0
HIVE-14607,it will fail with ArrayIndexOutOfBounds.,0
HIVE-14607,mvn test -Dtest=TestTxnCommands2WithSplitUpdate#testOrcPPD.,0
HIVE-14607,Steps to repro: .,0
HIVE-14743,Repro:,0
HIVE-14743,The stack:.,0
HIVE-14773,eg: .,0
HIVE-14773,Here d_date_sk is a partition column and d_date is of type date.,0
HIVE-14773,Hive runs into a NPE when the query has a filter on a date column and the partitioned column .,0
HIVE-15275,Execute {{"beeline -f <file>"}} and the command will throw the following NPE exception.,0
HIVE-15282,.,0
HIVE-15282,"Because of the modification time of the itests/qtest/target/warehouse/srcpart/ds=2008-04-09/hr=11/kv1.txt file is higher (11:46:40), than the modification time of the itests/qtest/target/warehouse/srcpart/ds=2008-04-09/hr=11 folder (11:46:39), the check fails and the index is not used which leads to the failure of the q test.",0
HIVE-15282,"But when the staleness is checked in the IndexUtils.isIndexPartitionFresh method, it checks the modification time of the files in the partition folder:.",0
HIVE-15282,"From the output of the failing test, it seems that the index on the srcpart table is not used.",0
HIVE-15282,"In this case, the last modification time of the folder itests/qtest/target/warehouse/srcpart/ds=2008-04-09/hr=11/ will be 11:46:39 and of the kv1.txt will be 11:46:40..",0
HIVE-15282,"So the folder is created at 11:46:39,961, but the MoveTask which moves the kv1.txt file to the folder starts at 11:46:39:961 and finishes at 11:46:40,012..",-1
HIVE-15282,The hive.log contains the following:.,0
HIVE-15282,The index_auto_mult_tables and index_auto_mult_tables_compact q tests are failing from time to time with the following error:.,0
HIVE-15282,"The staleness check fails for the index on the srcpart table for the ds=2008-04-09/hr=11 partition, so the index is really not used.",0
HIVE-15282,"The staleness check fails, because the modification time of the itests/qtest/target/warehouse/srcpart/ds=2008-04-09/hr=11/kv1.txt file (11:46:40:0) is higher than the index creation time (11:46:39:0).. After some investigation, I found that this happens if the creation of the partition folder and moving the kv1.txt file happens when the second turns.",0
HIVE-15282,"When the index is built in the DDLTask.alterIndex method, the modification time which is stored for each partition is the modification time of the folder:.",0
HIVE-15309,"Also,.",0
HIVE-15309,and a corresponding "unlock" msg which flood the metastore log.,0
HIVE-15309,Currently causes unnecessary/confusing logging:.,-1
HIVE-15309,"Need to follow up on this.. Also,.",0
HIVE-15309,Note that the msg says "Deleted 9 ext locks..."  It actually delete 1 ext which has 9 internal components.,-1
HIVE-15309,OrcAcidUtils.getLastFlushLength() should check for file existence first.,0
HIVE-15309,TxnHandler has.,0
HIVE-15542,"Observed the following stacktrace, when all the values are NULL in date column.",0
HIVE-15647,Here's a simple example with the foodmart database:.,0
HIVE-15647,If you remove the boolean condition the NPE doesn't happen.,0
HIVE-15647,If you use = the NPE doesn't happen.,0
HIVE-15647,This happens on trunk and on HDP 2.5.3 / Hive 2.,0
HIVE-15731,A HS2 instance configured for a single session will stop running queries.,0
HIVE-15731,The session slot is useless at this point.,-1
HIVE-15731,"While returning a session to the pool, the interrupt status on the thread seems to be set, which causes the pool return to fail..",-1
HIVE-15755,Hiveserver2 logs:,0
HIVE-15755,Ran into this error message - "Error while compiling statement: FAILED: NullPointerException null " when I specified an incorrect tablename in the merge statement..  .,0
HIVE-15859,"also in container's log, I find Driver still request for executors:.",0
HIVE-15859,"application log shows the driver commanded a shutdown with some unknown reason, but hive's log shows Driver could not get RPC header( Expected RPC header, got org.apache.hive.spark.client.rpc.Rpc$NullMessage instead).. in hive's log,.",-1
HIVE-15859,found only one ERROR in yarn application log:.,0
HIVE-15859,"Hive on Spark, failed with error:.",0
HIVE-15859,"this error occurs when several queries run at the same time with large data scale, in fact it would not occur when running the query separately, but it can frequently occur when running together again.",0
HIVE-15923,"This is the ORM error, direct SQL fails too before that, with a similar error.",0
HIVE-16562,/cc [~kgyrtkirk] in case you have any ideas,0
HIVE-16562,"1	1.",0
HIVE-16562,"1.0	1.0.",0
HIVE-16562,"1.5	1.5.",0
HIVE-16562,"2	2.",0
HIVE-16562,"2.0	2.0. test:.",0
HIVE-16562,And this query:.,0
HIVE-16562,Cluster side jobs work fine but client side don't..,-1
HIVE-16562,"Columns c1 = float, c2 = double.",0
HIVE-16562,"Columns c1 = int, c2 = int.",0
HIVE-16562,Consider these two tables:.,0
HIVE-16562,Data:.,0
HIVE-16562,e011_02:.,0
HIVE-16562,HIVE-13555 adds support for nullif.,0
HIVE-16562,I get:.,0
HIVE-16562,I'm encountering issues with nullif on master (3.0.0-SNAPSHOT rdac3786d86462e4d08d62d23115e6b7a3e534f5d).,0
HIVE-16562,"Now if I set hive.fetch.task.conversion=none; and force a cluster side job, everything works fine.",0
HIVE-16562,"select nullif(c1, c2) from e011_02;.",0
HIVE-16562,"select nullif(c1, c2) from test;.",0
HIVE-16562,With .,0
HIVE-16562,With e011_02 I get:.,0
HIVE-16576,Debug logs on HIVE side - .,0
HIVE-16576,Druid exception stack trace - .,0
HIVE-16576,Note that intervals being sent as part of the HTTP request URL are not encoded properly when not using UTC timezone.,0
HIVE-16788,Compare: Postgres.,0
HIVE-16788,Example using the table "customer" from TPC-H with FKs defined in Hive:.,0
HIVE-16788,Note that Postgres allows traversal from either way.,0
HIVE-16788,The traceback you get in the HS2 logs is this:,0
HIVE-16788,"This ODBC call is meant to allow you to determine FK relationships either from the PK side or from the FK side.. Hive only allows you to traverse from the FK side, trying it from the PK side leads to an NPE..",0
HIVE-16877,After HIVE-8839 in 1.1.0 support "alter table ... cascade" to cascade table changes to partitions as well.,0
HIVE-16877,But NPE thrown when issue query like "alter table ... cascade" onto non-partitioned table .,-1
HIVE-16877,Exception stack:,0
HIVE-16877,Sample Query:.,0
HIVE-16973,Had a report from a user that Kerberos+AccumuloStorageHandler+HS2 was broken.,0
HIVE-16973,I believe it would also be best to just update the dependency to use Accumulo 1.7 (drop 1.6 support) as it's lacking in this regard.,0
HIVE-16973,It appears that some of the code-paths changed since when I first did my testing (or I just did poor testing) and the delegation token was never being fetched/serialized.,0
HIVE-16973,"Looking into it, it seems like the bit-rot got pretty bad.",-1
HIVE-16973,There also are some issues with fetching the delegation token from Accumulo properly which were addressed in ACCUMULO-4665.,0
HIVE-16973,"These changes would otherwise get much more complicated with reflection -- Accumulo has moved on past 1.6, so let's do the same in Hive.",0
HIVE-16973,You'll see something like the following:.,0
HIVE-17007,Stack:,0
HIVE-17063,.,0
HIVE-17063,already existed..,0
HIVE-17063,"As a result, insert overwrite partition twice will happen to fail because of the target data to be moved has .",0
HIVE-17063,"I see the target data will not be cleared only when {{immediately generated data}} is child of {{the target data directory}}, so my proposal is trying  to clear target file already existed finally whe doing rename  {{immediately generated data}} into {{the target data directory}}.",0
HIVE-17063,Operation reproduced:.,0
HIVE-17063,Stack trace:,0
HIVE-17063,"The default value of {{hive.exec.stagingdir}} which is a relative path, and also drop partition on a external table will not clear the real data.",0
HIVE-17063,This happened when we reproduce partition data onto a external table.,0
HIVE-17275,"If dynamic partitioning is used to write the output of UNION or UNION ALL queries into ORC files with hive.merge.tezfiles=true, the merge step fails as follows:",0
HIVE-17309,Fix proposal is transfer the qualified table name when {{db.alterPartitions}} called.,0
HIVE-17309,We see this code in {{DDLTask.java}} potential problem that not transfer the qualified table name with database name when {{db.alterPartitions}} called.. stacktrace:.,-1
HIVE-17309,"When executor alter partition onto a table which existed not in current database, InvalidOperationException thrown.. SQL example:.",0
HIVE-17368,HS2 is not able to invoke HMS APIs needed to add/remove/renew tokens from the DB since it is possible that the user which is issue the {{GetDelegationToken}} is not kerberos enabled.. Eg.,0
HIVE-17368,I see the following exception trace in HS2 logs.. On HMS side I see a exception saying,0
HIVE-17368,"In setups where HMS is running as a remote process secured using Kerberos, and when {{DBTokenStore}} is configured as the token store, the HS2 Thrift API call {{GetDelegationToken}} fail with exception trace seen below.",0
HIVE-17368,It stores the HMS delegation token string in the sessionConf and sessionToken.,0
HIVE-17368,It tries to establish transport using Kerberos and it fails since user Joe is not Kerberos enabled..,0
HIVE-17368,"Now, lets say Oozie issues a {{GetDelegationToken}} which has {{Joe}} as the owner and {{oozie}} as the renewer in {{GetDelegationTokenReq}}.",0
HIVE-17368,Oozie submits a job on behalf of user "Joe".,0
HIVE-17368,"This API call cannot instantiate a HMSClient and open transport to HMS using the HMSToken string available in the sessionConf, since DBTokenStore uses server HiveConf instead of sessionConf.",0
HIVE-17368,This principal can establish a transport authenticated using Kerberos.,0
HIVE-17368,When Oozie opens a session with HS2 it uses Oozie's principal and creates a proxy UGI with Hive.,0
HIVE-17602,Error stack in hive.log,0
HIVE-17774,Looks like the MR job should not have been attempted in this case.,-1
HIVE-17829,Stack.,0
HIVE-17829,Steps to Repro:.,0
HIVE-17829,The same query works with Hive 1.2.1,0
HIVE-18001,Exception from the log,0
HIVE-18046,"The materialized view impl breaks old metastore sql write access, by complaining that the new table creation does not set this column up.. {{NOT NULL DEFAULT 0}} would allow old metastore direct sql compatibility (not thrift).",-1
HIVE-18090,* /user/another/another.jceks -- another.,0
HIVE-18090,* /user/test/test.jceks -- test.,0
HIVE-18090,* another .,0
HIVE-18090,* test.,0
HIVE-18090,"above will only help in recreating the issue, if the _insert overwrite_ query takes longer than _hive.txn.timeout / 2 = 4 / 2 = 2seconds_",0
HIVE-18090,and restart hdfs.. enable ACID on HS2 (change the required properties).additional changes on  hiveserver2 configs .,0
HIVE-18090,assuming two users .,0
HIVE-18090,connect to the server using beeline using any user:.,0
HIVE-18090,create two jceks files for each user and place them on hdfs with access to that file only allowed to the user.,0
HIVE-18090,exit beeline and connect with user another .,0
HIVE-18090,fails with exception .,0
HIVE-18090,hdfs locations with permissions .,0
HIVE-18090,on core-site.xml .,0
HIVE-18090,open another beeline session with user test:.,0
HIVE-18090,password used to create .,0
HIVE-18090,start hiveserver2.,0
HIVE-18090,steps to recreate the issue.,0
HIVE-18148,"At this stage, there shouldn't be a DPP sink whose target map work is null.",-1
HIVE-18148,The root cause seems to be a malformed operator tree generated by SplitOpTreeForDPP.,0
HIVE-18148,The stack trace is:.,0
HIVE-18250,After that non-CBO path completes the query.,0
HIVE-18250,CBO gets turned off with:.,0
HIVE-18393,Now this results in error for parquet tables.. Test Case:,0
HIVE-18393,"TimeStamp, Decimal, Double, Float, BigInt, Int, SmallInt, Tinyint and Boolean when read as String, Varchar or Char should return the correct data.",-1
HIVE-18413,* groupping key is select ; with a type which is backed by a bytea; ex:string.,0
HIVE-18413,* groupping set contains empty.,0
HIVE-18413,* non-trivial empty; mapper is run.,0
HIVE-18413,* vectorizable groupby.,0
HIVE-18413,causes:,0
HIVE-18413,exposed by: HIVE-18359.,0
HIVE-18413,"in case of vectorization, the summary row object was left as is (presumed null earlier); which may cause it to be inconsistent isNull conditions in .VectorHashKeyWrapperBatch.",-1
HIVE-18413,issue happens only if:.,0
HIVE-18494,"The DataNucleus layer returns List<String> for this case, when exactly one column has been selected.. And MetastoreDirectSQL is disabled for all further queries.",0
HIVE-18574,Removing netty from Tez libs causes,0
HIVE-18886,"At 200+ sessions on a single HS2, the DbLock impl fails to propagate mysql exceptions",0
HIVE-18944,groupingSetsPosition is set to -1 in case there are no grouping sets; however DPP calls the constructor with 0 .,-1
HIVE-18944,this could potentially trigger an unwanted emittion of a summary row,0
HIVE-19155,If you try to insert data around the daylight saving time hour the query fails with following exception.,0
HIVE-19155,The fix is to always adjust the Druid segments identifiers to UTC.,0
HIVE-19155,You can reproduce this using the following DDL .,0
HIVE-19316,The stack trace:,0
HIVE-19646,Exception in proto logging hook on secure cluster.,0
HIVE-19771,Otherwise we may throw an Exception.,0
HIVE-19917,The actual issues is fixed by HIVE-19861..,0
HIVE-19917,This is a follow up to add a test case.. Issue:,0
HIVE-19935,I'm getting this error with WM feature quite frequently.,-1
HIVE-19935,It causes AM containers to shut down and a new one created to replace it.,0
HIVE-20209,"Metastore connection failed 1st attempt, but success after reconnect.",-1
HIVE-20209,Run the following command:.,0
HIVE-20209,See this in hs2.log:.,0
HIVE-20209,"Similarly, Hive.close() also causes",0
HIVE-20209,That adds 5s for every repl dump command and likely to leak connection..,-1
HIVE-20281,HIVE-18201 seems to trigger a latent bug in SW optimizer.,0
HIVE-20281,Test {{subquery_in_having}} fails with:,0
HIVE-20502,Enabling {{hive.stats.fetch.column.stats}} makes this test fail during:.,0
HIVE-20502,Exception:,0
HIVE-20502,Seems like joinKeys is null at [this point|https://github.com/apache/hive/blob/48f92c31dee3983f573f2e66baaa213a0196f1ba/ql/src/java/org/apache/hadoop/hive/ql/optimizer/stats/annotation/StatsRulesProcFactory.java#L2169].,0
HIVE-20610,Using /tmp聽directory creates exceptions for tests like dropTable :,0
HIVE-20627,*Root cause:*.,0
HIVE-20627,"For Async query execution from SQLOperation.runInternal, we set the Thread local Hive object for all the child threads as parentHive (parentSession.getSessionHive()).",0
HIVE-20627,"In case of loading dynamic partitions, it creates MoveTask which鑱絩e-creates the Hive object鑱絘nd鑱絚loses the shared Hive object which causes metastore connection issues for鑱給ther async execution thread who still access it.",0
HIVE-20627,"In this case, it is populated only in success flow but if there are exceptions, it is not and hence there is a leak.",-1
HIVE-20627,Memory leak is found if one of the threads from Hive.loadDynamicPartitions throw exception.,0
HIVE-20627,"Now, when async execution in progress and if one of the thread re-creates the Hive object, it closes the parentHive object first which impacts other threads using it and hence conf object it refers too gets cleaned up and hence we get null for VALID_TXNS_KEY value.. *Fix:*.",0
HIVE-20627,rawStoreMap is used to store rawStore objects which has to be cleaned.,0
HIVE-20627,Shall use a flag to know this.. *Memory leak issue:*.,0
HIVE-20627,This is also seen if鑱絉eplDumpTask and ReplLoadTask are part of the DAG.. *Call Stack:*.,0
HIVE-20627,We shouldn't clean the old Hive object if it is shared by multiple threads.,0
HIVE-20627,"When multiple async queries are executed from same session, it leads to multiple async query execution DAGs share the same Hive object which is set by caller for all threads.",0
HIVE-20652,Error message:.,0
HIVE-20652,Hive is pushing the join into jdbc driver though the table refer to different data source.,-1
HIVE-20652,Test case attached.,0
HIVE-20652,The following query fail:.,0
HIVE-20817,"7369,M,SMITH,1980-12-17 17:07:29.234234,5000.00,7902,20.",0
HIVE-20817,"7499,X,ALLEN,1981-02-20 17:07:29.234234,1250.00,7698,30.",0
HIVE-20817,"7521,X,WARD,1981-02-22 17:07:29.234234,01600.57,7698,40.",0
HIVE-20817,"7566,M,JONES,1981-04-02 17:07:29.234234,02975.65,7839,10.",0
HIVE-20817,"7654,X,MARTIN,1981-09-28 17:07:29.234234,01250.00,7698,20.",0
HIVE-20817,"7698,M,BLAKE,1981-05-01 17:07:29.234234,2850.98,7839,30.",0
HIVE-20817,"7782,M,CLARK,1981-06-09 17:07:29.234234,02450.00,7839,20.",0
HIVE-20817,"CREATE TABLE JdbcBasicRead ( empno int, desg string,empname string,doj timestamp,Salary float,mgrid smallint, deptno tinyint ) ROW FORMAT DELIMITED FIELDS TERMINATED BY ',';.",0
HIVE-20817,LOAD DATA LOCAL INPATH '/tmp/art_jdbc/hive/input/input_7columns.txt' OVERWRITE INTO TABLE JdbcBasicRead;.,0
HIVE-20817,Sample Data.. 鈥.,0
HIVE-20817,"Select statement: SELECT empno, desg, empname, doj, salary, mgrid, deptno FROM JdbcBasicWrite",0
HIVE-20817,鈥.,0
HIVE-20839,"Occurs in some cases in the non-CBO optimized queries, either if CBO is disabled or has failed due to error.",0
HIVE-4403,"FWIW, I didn't see this happen on a fully-distributed cluster.",-1
HIVE-4403,Here is what the warnings looked like:.,0
HIVE-4403,https://github.com/apache/bigtop/blob/master/bigtop-tests/test-artifacts/hive/src/main/resources/seed_data_files/ml-data/u.data.,0
HIVE-4403,"Load some data into u_data, here is some sample data:.",0
HIVE-4403,"Perhaps, Hive's job.conf is overriding some final parameters it shouldn't..",-1
HIVE-4403,Run a simple query on that data (on YARN/MR2),0
HIVE-4403,This was on a pseudo distributed cluster.,0
HIVE-4403,"To reproduce, run a query like:.",0
HIVE-4403,"While working on BIGTOP-885, I saw that Hive was giving a bunch of warnings related to overriding final parameters in job.conf.",0
HIVE-7114,This is where it is getting created .,0
HIVE-7114,When starting the HiveServer2 we are seeing an extra Tez AM launched..,-1
MAPREDUCE-2463,"If ""mapreduce.jobtracker.jobhistory.location"" is configured as HDFS location then either during initialization of Job Tracker (while moving old job history files) or after completion of the job, history files are not moving to done and giving following exception.",0
MAPREDUCE-2942,"This is failing right after the MAPREDUCE-2655 commit, but Jenkins did report a success when that patch was submitted.",-1
MAPREDUCE-3005,The app hangs and it turns out to be a NPE in ResourceManager.,0
MAPREDUCE-3005,This happened two of five times on [~karams]'s sort runs on a big cluster.,0
MAPREDUCE-3030,"Node Manager is registered with Resource manager and the for every heartbeat, it is printing the above message.",0
MAPREDUCE-3058,"After clicking on the Job-page, found one of its reduces to be stuck.",0
MAPREDUCE-3058,"From AM log, also found that this task was sending its update regularly.",0
MAPREDUCE-3058,"Looking at syslog of the stuck reducer, found this:.",0
MAPREDUCE-3058,ps -ef | grep java was also showing that process is still alive.,0
MAPREDUCE-3058,Task-logs' head:.,0
MAPREDUCE-3058,Task-logs' tail:.,0
MAPREDUCE-3058,"Which means that tasks is supposed to have stopped within 20 secs, whereas the process itself is stuck for more than 15 hours.",-1
MAPREDUCE-3058,"While running GridMixV3, one of the jobs got stuck for 15 hrs.",0
MAPREDUCE-3070,"After stopping NM gracefully then starting NM, NM registration fails with RM with Duplicate registration from the node!",0
MAPREDUCE-3070,error.,0
MAPREDUCE-3241,Output of the TraceBuilder doesn't contain the map and reduce task information.,0
MAPREDUCE-3241,"When we run the TraceBuilder, we get this exception.",0
MAPREDUCE-3306,Seeing this in NM logs when trying to run jobs.,0
MAPREDUCE-3333,[~Karams] just found this.,0
MAPREDUCE-3333,The usual sort job on a 350 node cluster hung due to OutOfMemory and eventually failed after an hour instead of the usual odd 20 minutes.,-1
MAPREDUCE-3463,"Login node running AppMaster, and killed AppMaster with kill -9.",0
MAPREDUCE-3463,Now looking at AM logs and found Second AM was shutdown gracefully due to :-,1
MAPREDUCE-3463,On Client side failed with following:.,0
MAPREDUCE-3463,"On lookig RM logs found second AM was also lauched, it was saying -:.",0
MAPREDUCE-3463,Set yarn.resourcemanager.am.max-retries=5 in yarn-site.xml.,0
MAPREDUCE-3463,Started yarn 4 Node cluster.. First Ran Randowriter/Sort/Sort-validate successfully.,1
MAPREDUCE-3463,"Then again sort, when job was 50% complete.",0
MAPREDUCE-3531,Filling this Jira a bit late.,0
MAPREDUCE-3531,sbummited large sleep job.. Foud that job was not running as RM has not allocated resouces to it.. As this stack is from 30 Nov checkou line number may be different,0
MAPREDUCE-3531,Started 350 cluster.,0
MAPREDUCE-3532,.,0
MAPREDUCE-3532,But verified that MR job runs successfully with random.,0
MAPREDUCE-3532,I tried following -:.,0
MAPREDUCE-3532,NM instantiate WebServer as 0 piort e.g.. After that WebServer pick up some random port e.g.. And NM WebServer responds correctly but.,-1
MAPREDUCE-3532,RM's cluster/Nodes page shows the following -:.,0
MAPREDUCE-3532,Seems even NM's webserver pick random port but it never gets updated and so NM report 0 as HTTP port to RM causing NM Hyperlinks un-clickable.,0
MAPREDUCE-3532,When 0 is provided as number in yarn.nodemanager.webapp.address.,0
MAPREDUCE-3532,Whereas NM:0 is not clickable..,0
MAPREDUCE-3532,yarn.nodemanager.address=0.0.0.0:0. yarn.nodemanager.webapp.address=0.0.0.0:0. yarn.nodemanager.localizer.address=0.0.0.0:0. mapreduce.shuffle.port=0.,0
MAPREDUCE-3649,When calling job end notification for oozie the AM fails with the following trace:,0
MAPREDUCE-3916,# Setting yarn.web-proxy.address and running the service results in the following:.,0
MAPREDUCE-3916,Seem like yarn proxyserver is not operational when running out of the 0.23.1 RC2 tarball.. # Setting yarn.web-proxy.address to match yarn.resourcemanager.address doesn't disable the proxyserver (althought not setting yarn.web-proxy.address at all correctly disable it and produces a message: org.apache.hadoop.yarn.YarnException: yarn.web-proxy.address is not set so the proxy will not run).,-1
MAPREDUCE-3916,This contradicts the documentation provided for yarn.web-proxy.address in yarn-default.xml.,-1
MAPREDUCE-3916,with the following message found in the logs:,0
MAPREDUCE-3931,[~karams] reported this offline.,0
MAPREDUCE-3931,Seems that tasks are randomly failing during gridmix runs:,0
MAPREDUCE-3932,[~karams] reported this offline.,0
MAPREDUCE-3932,One reduce task gets preempted because of zero headRoom and crashes the AM.,0
MAPREDUCE-4467,A related issue is MAPREDUCE-4384.,0
MAPREDUCE-4467,Tbis needs to be wrapped into a "synchronized" block.,-1
MAPREDUCE-4467,TestMRJobs.testSleepJob fails randomly due to synchronization error in IndexCache:.,0
MAPREDUCE-4467,The change introduced there removed "synchronized" keyword and hence "info.wait()" call fails.,0
MAPREDUCE-4657,^M.,0
MAPREDUCE-4657,{code},0
MAPREDUCE-4657,"2012-08-31 13:01:00,140 ERROR [Thread-771] mapred.TaskTracker(1766): Caught exception: java.lang.NullPointerException^M.",0
MAPREDUCE-4657,"2012-08-31 13:01:00,140 ERROR [Thread-771] util.WindowsResourceCalculatorPlugin(69): java.io.IOException: java.lang.InterruptedException^M.",0
MAPREDUCE-4657,at java.lang.Thread.run(Thread.java:662)^M.,0
MAPREDUCE-4657,at java.lang.Thread.run(Thread.java:662)^M.,0
MAPREDUCE-4657,at org.apache.hadoop.mapred.MiniMRCluster$TaskTrackerRunner.run(MiniMRCluster.java:217)^M.,0
MAPREDUCE-4657,at org.apache.hadoop.mapred.MiniMRCluster$TaskTrackerRunner.run(MiniMRCluster.java:217)^M.,0
MAPREDUCE-4657,at org.apache.hadoop.mapred.TaskTracker.getAvailableVirtualMemoryOnTT(TaskTracker.java:1933)^M.,0
MAPREDUCE-4657,at org.apache.hadoop.mapred.TaskTracker.getAvailableVirtualMemoryOnTT(TaskTracker.java:1933)^M.,0
MAPREDUCE-4657,at org.apache.hadoop.mapred.TaskTracker.offerService(TaskTracker.java:1664)^M.,0
MAPREDUCE-4657,at org.apache.hadoop.mapred.TaskTracker.offerService(TaskTracker.java:1664)^M.,0
MAPREDUCE-4657,at org.apache.hadoop.mapred.TaskTracker.run(TaskTracker.java:2516)^M.,0
MAPREDUCE-4657,at org.apache.hadoop.mapred.TaskTracker.run(TaskTracker.java:2516)^M.,0
MAPREDUCE-4657,at org.apache.hadoop.mapred.TaskTracker.transmitHeartBeat(TaskTracker.java:1834)^M.,0
MAPREDUCE-4657,at org.apache.hadoop.mapred.TaskTracker.transmitHeartBeat(TaskTracker.java:1834)^M.,0
MAPREDUCE-4657,at org.apache.hadoop.util.Shell$ShellCommandExecutor.execute(Shell.java:540)^M.,0
MAPREDUCE-4657,at org.apache.hadoop.util.Shell.run(Shell.java:336)^M.,0
MAPREDUCE-4657,at org.apache.hadoop.util.Shell.runCommand(Shell.java:424)^M.,0
MAPREDUCE-4657,at org.apache.hadoop.util.WindowsResourceCalculatorPlugin.getAvailableVirtualMemorySize(WindowsResourceCalculatorPlugin.java:126)^M.,0
MAPREDUCE-4657,at org.apache.hadoop.util.WindowsResourceCalculatorPlugin.getAvailableVirtualMemorySize(WindowsResourceCalculatorPlugin.java:126)^M.,0
MAPREDUCE-4657,at org.apache.hadoop.util.WindowsResourceCalculatorPlugin.getSystemInfoInfoFromShell(WindowsResourceCalculatorPlugin.java:66)^M.,0
MAPREDUCE-4657,at org.apache.hadoop.util.WindowsResourceCalculatorPlugin.refreshIfNeeded(WindowsResourceCalculatorPlugin.java:81)^M.,0
MAPREDUCE-4657,at org.apache.hadoop.util.WindowsResourceCalculatorPlugin.refreshIfNeeded(WindowsResourceCalculatorPlugin.java:83)^M.,0
MAPREDUCE-4657,When Shell command execution is interrupted then WindowsResourceCalculatorPlugin has NPE.. code}.,0
MAPREDUCE-4741,For example:.,0
MAPREDUCE-4741,"The ApplicationMaster is logging WARN and ERROR messages during normal shutdown, and some users are misinterpreting these as serious problems.",0
MAPREDUCE-4741,Warnings or errors should not be logged if everything is working as intended.,-1
MAPREDUCE-4825,From the console output from testJobError:,0
MAPREDUCE-4825,TestMRApp.testJobError is causing AsyncDispatcher to exit with System.exit due to an exception being thrown.,0
MAPREDUCE-4848,"Recently saw an AM that failed and tried to recover, but the subsequent attempt quickly exited with its own failure during recovery:.",-1
MAPREDUCE-4848,The RM then launched a third AM attempt which succeeded.,1
MAPREDUCE-4848,The third attempt saw basically no progress after parsing the history file from the second attempt and ran the job again from scratch.,0
MAPREDUCE-4913,testMRAppMasterMissingStaging will sometimes cause the JVM to exit due to this error from AsyncDispatcher:.,0
MAPREDUCE-4913,This can cause a build to fail since the test process exits without unregistering from surefire which treats it as a build error rather than a test failure.,-1
MAPREDUCE-5349,Full name in the identifier almost always leads to a command script path with length larger than 260 characters which will generate an exception {{DefaultContainerExecutor.launchContainer()}} when launching the container script..,0
MAPREDUCE-5349,The exception looks like the follows:,0
MAPREDUCE-5349,"The two unit tests fails due to MiniMRCluster use test class fullname in branch-2, instead of simple name as in trunk, to construct the MiniMRCluster identifier.",0
MAPREDUCE-5414,"But if i run a single test case,taking testContainerCleanedWhileRunning for example,it will fail without doubt.",-1
MAPREDUCE-5414,Test case org.apache.hadoop.mapreduce.v2.app.job.impl.TestTaskAttempt fails once in a while when i run all of them together..,0
MAPREDUCE-5724,Starting JHS without HDFS running fails with the following error:,0
MAPREDUCE-5744,"It is because the comparator that's defined in this method does not abide by the contract, specifically if p == 0.. Comparator.compare(): http://docs.oracle.com/javase/7/docs/api/java/util/Comparator.html#compare(T, T)",-1
MAPREDUCE-5744,We ran into a situation where tasks are not getting assigned because RMContainerAllocator$AssignedRequests.preemptReduce() fails repeatedly with the following exception:.,0
MAPREDUCE-5763,A WARN is being caused by some sort of mismatch between the name of the service (in terms of org.apache.hadoop.service.Service.getName()) and the name of the auxiliary service.,0
MAPREDUCE-5763,"I'm seeing this in my NodeManager logs,  even though things work fine.",-1
MAPREDUCE-5837,.,0
MAPREDUCE-5837,"For example, the MRAppMaster complains about a MR job on Scala:.",-1
MAPREDUCE-5837,It happens when the additional dependent jar is unavailable to the MRAppMaster.,0
MAPREDUCE-5837,The problem here is that {{Class.forName()}} can also throw {{NoClassDefError}}.,-1
MAPREDUCE-5837,The proposed fix is to catch {{NoClassDefError}} at the corresponding places.,0
MAPREDUCE-5837,"When the MRAppMaster determines whether the job should run in the uber mode, it call {{Class.forName()}} to check whether the class is derived from {{ChainMapper}}:.",0
MAPREDUCE-5884,.,0
MAPREDUCE-5884,.,0
MAPREDUCE-5884,.,0
MAPREDUCE-5884,--------------------------.,0
MAPREDUCE-5884,AbstractDelegationTokenSecretManager.cacelToken() gets the owner as full principal name where as the canceller is the short name..,0
MAPREDUCE-5884,All the caller sends the consistent value as 'canceller' : either short name or full principal name.. Pros: Cleaner.. Cons: A lot of code changes and potential bug injections..,0
MAPREDUCE-5884,Details:.,0
MAPREDUCE-5884,Have to change in one place.. Cons: Someone can argue that it is hacky!.,-1
MAPREDUCE-5884,I'm open for both options..,0
MAPREDUCE-5884,"In other cases, the value could be full principal name.",0
MAPREDUCE-5884,"In some cases, it is the short name.",0
MAPREDUCE-5884,"Option 1: in cancelToken() method, compare with both : short name and full principal name.. Pros: Easy.",0
MAPREDUCE-5884,Option 2:.,0
MAPREDUCE-5884,"Please give your opinion.. Btw, how it is working now in most cases?",-1
MAPREDUCE-5884,REF: FSNamesystem.java.. Possible resolution:.,0
MAPREDUCE-5884,REF: HistoryClientService.java.,0
MAPREDUCE-5884,The code shows 'owner' gets the full principal name.,0
MAPREDUCE-5884,The potential code snippets:.,0
MAPREDUCE-5884,The short name and the full principal name are usually the same for end-users.,0
MAPREDUCE-5884,"When the owner of a token tries to explicitly cancel the token, it gets the following error/exception.",0
MAPREDUCE-5884,Where as the value of 'canceller' depends on who is calling it.,0
MAPREDUCE-5912,causes Windows local output files to be routed through HDFS:,0
